Sex:female,Pclass:1,Pclass:3,Embarked:S,Embarked:C,Cabin_Names_label_enc,Title_label_enc,Family:No,Family:Small,Age_label_enc,Age,Fare_label_enc,Fare
0,0,1,1,0,0,0,1,0,3,47.0,0,7.25
1,0,1,0,0,0,3,0,1,2,21.0,0,7.75
0,0,0,1,0,0,0,0,1,1,37.0,0,26.0
0,0,1,1,0,0,0,0,1,1,36.0,0,24.15
1,0,0,1,0,0,3,1,0,2,21.0,0,33.0
0,0,1,1,0,0,0,1,0,3,49.0,0,0.0
0,0,1,0,1,0,0,1,0,1,30.0,0,7.225
0,1,0,0,1,1,1,0,1,3,49.0,1,56.9292
1,0,0,1,0,0,4,0,1,2,24.0,0,27.0
0,0,1,1,0,0,0,1,0,1,30.0,0,7.8958
0,1,0,1,0,0,0,1,0,1,30.0,0,42.4
0,0,1,1,0,0,0,1,0,3,44.0,0,8.05
0,1,0,0,1,0,0,1,0,1,35.0,0,26.55
0,0,1,1,0,0,0,0,1,1,36.0,0,15.55
0,0,1,1,0,0,0,1,0,1,30.0,0,7.8958
0,1,0,1,0,0,0,1,0,1,27.0,0,30.5
1,0,0,0,1,0,4,0,1,2,22.0,0,41.5792
1,1,0,1,0,3,3,1,0,1,40.0,2,153.4625
1,0,1,1,0,0,4,0,0,1,39.0,0,31.275
0,0,1,1,0,0,0,1,0,1,30.0,0,7.05
1,0,1,0,0,0,3,0,1,2,21.0,0,15.5
0,0,1,0,0,0,0,1,0,1,30.0,0,7.75
0,0,1,1,0,0,0,1,0,1,35.0,0,8.05
1,0,0,1,0,0,3,0,1,2,24.0,1,65.0
0,0,1,1,0,0,0,0,1,1,34.0,0,14.4
1,0,1,1,0,0,4,0,1,1,26.0,0,16.1
1,0,0,1,0,6,3,0,1,5,4.0,0,39.0
0,0,0,1,0,0,0,1,0,1,26.0,0,10.5
0,0,1,0,1,0,0,0,1,1,27.0,0,14.4542
0,1,0,1,0,4,0,0,1,3,42.0,1,52.5542
0,0,1,0,1,0,0,0,1,2,20.0,0,15.7417
0,0,1,1,0,0,0,1,0,2,21.0,0,7.8542
0,0,1,1,0,0,0,1,0,2,21.0,0,16.1
0,1,0,1,0,4,0,1,0,0,61.0,0,32.3208
0,0,0,0,0,0,1,1,0,3,57.0,0,12.35
1,1,0,1,0,4,3,1,0,2,21.0,1,77.9583
0,0,1,1,0,0,0,1,0,1,26.0,0,7.8958
0,0,1,0,0,0,0,1,0,1,30.0,0,7.7333
0,1,0,1,0,1,0,1,0,0,80.0,0,30.0
0,0,1,1,0,0,0,1,0,3,51.0,0,7.0542
0,1,0,0,1,2,1,1,0,1,32.0,0,30.5
0,1,0,1,0,0,0,1,0,1,30.0,0,0.0
1,0,1,1,0,0,3,0,0,5,9.0,0,27.9
1,0,0,1,0,0,3,1,0,1,28.0,0,13.0
0,0,1,1,0,0,0,1,0,1,32.0,0,7.925
0,0,0,1,0,0,0,0,1,1,31.0,0,26.25
1,0,1,1,0,0,4,0,0,3,41.0,0,39.6875
0,0,1,1,0,0,0,0,1,1,30.0,0,16.1
0,0,1,1,0,0,0,1,0,2,20.0,0,7.8542
1,1,0,0,1,2,1,1,0,2,24.0,1,69.3
1,0,1,1,0,0,3,0,0,5,2.0,0,27.9
0,0,1,1,0,0,0,1,0,1,30.0,1,56.4958
1,0,1,0,1,0,3,0,1,5,0.75,0,19.2583
0,1,0,0,1,4,0,0,1,3,48.0,1,76.7292
0,0,1,1,0,0,0,1,0,2,19.0,0,7.8958
0,1,0,0,1,1,1,1,0,3,56.0,0,35.5
0,0,1,1,0,0,0,1,0,1,30.0,0,7.55
1,0,1,1,0,0,3,1,0,2,23.0,0,7.55
0,0,1,1,0,0,0,1,0,1,30.0,0,7.8958
1,0,0,1,0,0,3,0,1,4,18.0,0,23.0
0,0,1,1,0,0,0,1,0,2,21.0,0,8.4333
1,0,1,0,0,0,3,1,0,2,21.0,0,7.8292
1,0,1,0,0,0,3,1,0,4,18.0,0,6.75
0,0,0,1,0,0,0,0,1,2,24.0,1,73.5
0,0,1,1,0,0,0,1,0,1,30.0,0,7.8958
1,0,1,0,0,0,4,0,1,1,32.0,0,15.5
0,0,0,1,0,0,0,1,0,2,23.0,0,13.0
0,1,0,0,1,4,0,0,1,3,58.0,2,113.275
0,1,0,1,0,0,1,0,1,3,50.0,2,133.65
0,0,1,0,1,0,0,1,0,1,40.0,0,7.225
0,1,0,1,0,5,0,1,0,3,47.0,0,25.5875
0,0,1,1,0,0,0,1,0,1,36.0,0,7.4958
0,0,1,1,0,0,0,0,1,2,20.0,0,7.925
0,0,0,1,0,0,0,0,1,1,32.0,1,73.5
0,0,0,1,0,0,0,1,0,2,25.0,0,13.0
0,0,1,1,0,0,0,1,0,1,30.0,0,7.775
0,0,1,1,0,0,0,1,0,3,43.0,0,8.05
1,1,0,1,0,3,4,0,1,1,35.0,1,52.0
1,0,0,1,0,0,4,0,1,1,40.0,0,39.0
0,1,0,1,0,2,0,0,1,1,31.0,1,52.0
0,0,0,1,0,0,0,1,0,0,70.0,0,10.5
0,0,0,1,0,0,0,1,0,1,31.0,0,13.0
0,0,0,1,0,0,0,1,0,1,30.0,0,0.0
0,0,1,1,0,0,0,1,0,4,18.0,0,7.775
0,0,1,1,0,0,0,1,0,2,24.5,0,8.05
1,0,1,1,0,0,3,1,0,4,18.0,0,9.8417
1,0,1,1,0,0,4,0,0,3,43.0,0,46.9
0,1,0,0,1,2,0,0,1,1,36.0,2,512.3292
1,0,1,0,0,0,3,1,0,2,21.0,0,8.1375
0,1,0,0,1,4,0,1,0,1,27.0,1,76.7292
0,0,1,1,0,0,0,1,0,2,20.0,0,9.225
0,0,1,1,0,0,0,0,0,4,14.0,0,46.9
0,0,0,1,0,0,0,0,1,3,60.0,0,39.0
0,0,0,0,1,0,0,0,1,2,25.0,0,41.5792
0,0,1,1,0,0,0,0,0,4,14.0,0,39.6875
0,0,1,1,0,0,0,1,0,2,19.0,0,10.1708
0,0,1,1,0,0,0,1,0,4,18.0,0,7.7958
1,1,0,1,0,2,3,0,1,4,15.0,2,211.3375
0,1,0,1,0,2,0,0,1,1,31.0,1,57.0
1,0,1,0,1,0,3,0,1,5,4.0,0,13.4167
0,0,1,1,0,0,0,1,0,1,30.0,1,56.4958
0,0,1,0,1,0,0,1,0,2,25.0,0,7.225
0,1,0,1,0,0,1,1,0,3,60.0,0,26.55
0,0,0,1,0,0,0,1,0,3,52.0,0,13.5
0,0,1,1,0,0,0,1,0,3,44.0,0,8.05
1,0,1,0,0,0,3,1,0,2,21.0,0,7.7333
0,1,0,0,1,3,0,0,1,3,49.0,2,110.8833
0,0,1,1,0,6,0,1,0,3,42.0,0,7.65
1,1,0,0,1,3,4,0,1,4,18.0,2,227.525
0,1,0,1,0,5,0,1,0,1,35.0,0,26.2875
1,0,1,0,1,0,3,0,1,4,18.0,0,14.4542
0,0,1,0,0,0,0,1,0,2,25.0,0,7.7417
0,0,1,1,0,0,0,0,1,1,26.0,0,7.8542
0,0,0,1,0,0,0,1,0,1,39.0,0,26.0
1,0,0,1,0,0,4,1,0,3,45.0,0,13.5
0,1,0,1,0,5,0,1,0,3,42.0,0,26.2875
1,1,0,1,0,0,3,1,0,2,22.0,2,151.55
0,0,1,0,1,0,2,0,1,5,3.5,0,15.2458
1,1,0,0,1,3,1,1,0,2,24.0,0,49.5042
0,1,0,1,0,3,0,1,0,1,30.0,0,26.55
0,1,0,1,0,3,0,0,1,3,48.0,1,52.0
0,0,1,1,0,0,0,1,0,1,29.0,0,9.4833
0,0,0,1,0,0,0,1,0,3,52.0,0,13.0
0,0,1,1,0,6,0,1,0,2,19.0,0,7.65
1,1,0,0,1,3,3,1,0,1,38.0,2,227.525
1,0,0,1,0,5,3,1,0,1,27.0,0,10.5
0,0,1,0,0,0,0,1,0,1,30.0,0,15.5
0,0,1,1,0,0,0,1,0,1,33.0,0,7.775
1,0,0,1,0,0,3,0,1,5,6.0,0,33.0
0,0,1,1,0,0,0,0,1,4,17.0,0,7.0542
0,0,0,1,0,0,0,1,0,1,34.0,0,13.0
0,0,0,1,0,0,0,1,0,3,50.0,0,13.0
0,1,0,1,0,5,0,0,1,1,27.0,1,53.1
0,0,1,1,0,0,0,1,0,2,20.0,0,8.6625
1,0,0,1,0,0,4,0,1,1,30.0,0,21.0
1,0,1,0,0,0,3,1,0,2,21.0,0,7.7375
0,0,0,1,0,0,0,0,1,2,25.0,0,26.0
1,0,1,1,0,0,3,0,1,2,25.0,0,7.925
1,1,0,1,0,2,3,1,0,1,29.0,2,211.3375
0,0,1,0,1,0,0,1,0,4,11.0,0,18.7875
0,0,0,1,0,0,0,1,0,1,30.0,0,0.0
0,0,0,1,0,0,0,1,0,2,23.0,0,13.0
0,0,0,1,0,0,0,1,0,2,23.0,0,13.0
0,0,1,1,0,0,0,1,0,1,28.5,0,16.1
1,0,1,1,0,0,4,0,0,3,48.0,0,34.375
0,1,0,0,1,2,0,1,0,1,35.0,2,512.3292
0,0,1,1,0,0,0,1,0,1,30.0,0,7.8958
0,0,1,1,0,0,0,1,0,1,30.0,0,7.8958
0,1,0,1,0,4,0,1,0,1,30.0,0,30.0
0,1,0,1,0,3,0,0,1,1,36.0,1,78.85
1,1,0,0,1,2,3,0,0,2,21.0,2,262.375
0,0,1,1,0,0,0,0,1,2,24.0,0,16.1
0,0,1,1,0,0,0,1,0,1,31.0,0,7.925
0,1,0,1,0,2,1,0,1,0,70.0,1,71.0
0,0,1,1,0,0,0,0,1,4,16.0,0,20.25
1,0,0,1,0,0,3,1,0,1,30.0,0,13.0
0,1,0,1,0,4,0,0,1,2,19.0,1,53.1
0,0,1,0,0,0,0,1,0,1,31.0,0,7.75
1,0,0,1,0,0,3,0,1,5,4.0,0,23.0
0,0,1,1,0,5,2,0,1,5,6.0,0,12.475
0,0,1,1,0,0,0,1,0,1,33.0,0,9.5
0,0,1,1,0,0,0,1,0,2,23.0,0,7.8958
1,0,0,1,0,0,4,0,1,3,48.0,1,65.0
0,0,0,1,0,0,2,0,1,5,0.67,0,14.5
0,0,1,1,0,0,0,1,0,1,28.0,0,7.7958
0,0,0,1,0,0,0,1,0,4,18.0,0,11.5
0,0,1,1,0,0,0,1,0,1,34.0,0,8.05
1,1,0,1,0,2,1,1,0,1,33.0,1,86.5
0,0,1,1,0,0,0,1,0,1,30.0,0,14.5
0,0,1,1,0,0,0,1,0,3,41.0,0,7.125
0,0,1,0,1,0,0,1,0,2,20.0,0,7.2292
1,1,0,1,0,2,4,0,1,1,36.0,2,120.0
0,0,1,1,0,0,0,1,0,4,16.0,0,7.775
1,1,0,1,0,4,4,0,1,3,51.0,1,77.9583
0,1,0,0,1,0,1,1,0,3,45.0,0,39.6
1,0,1,0,0,0,3,1,0,1,30.5,0,7.75
0,0,1,0,0,0,0,0,1,1,30.0,0,24.15
0,0,1,1,0,0,0,1,0,1,32.0,0,8.3625
0,0,1,1,0,0,0,1,0,2,24.0,0,9.5
0,0,1,1,0,0,0,1,0,3,48.0,0,7.8542
1,0,0,1,0,5,4,1,0,3,57.0,0,10.5
0,0,1,0,1,0,0,1,0,1,30.0,0,7.225
1,0,0,1,0,0,4,0,0,3,54.0,0,23.0
0,0,1,1,0,0,0,1,0,4,18.0,0,7.75
0,0,1,0,0,6,0,1,0,1,30.0,0,7.75
1,0,1,1,0,0,3,1,0,5,5.0,0,12.475
0,0,1,0,0,0,0,1,0,1,30.0,0,7.7375
1,1,0,1,0,2,4,0,1,3,43.0,2,211.3375
1,0,1,0,1,0,3,1,0,4,13.0,0,7.2292
1,1,0,1,0,2,4,0,1,4,17.0,1,57.0
0,1,0,1,0,4,0,1,0,1,29.0,0,30.0
0,0,1,1,0,0,0,0,1,1,30.0,0,23.45
0,0,1,1,0,0,0,1,0,2,25.0,0,7.05
0,0,1,1,0,0,0,1,0,2,25.0,0,7.25
1,0,1,1,0,0,3,1,0,4,18.0,0,7.4958
0,0,1,0,0,0,2,0,0,5,8.0,0,29.125
0,0,1,1,0,0,2,0,1,5,1.0,0,20.575
0,1,0,0,1,2,0,1,0,3,46.0,1,79.2
0,0,1,0,0,0,0,1,0,1,30.0,0,7.75
0,0,0,1,0,0,0,1,0,4,16.0,0,26.0
1,0,1,1,0,0,3,0,0,2,21.0,1,69.55
0,1,0,0,1,0,0,1,0,1,30.0,0,30.6958
0,0,1,1,0,0,0,1,0,2,25.0,0,7.8958
0,0,0,1,0,0,0,1,0,1,39.0,0,13.0
1,1,0,1,0,4,1,1,0,3,49.0,0,25.9292
1,0,1,1,0,0,4,1,0,1,31.0,0,8.6833
0,0,1,0,1,0,0,1,0,1,30.0,0,7.2292
1,0,1,1,0,0,4,0,1,1,30.0,0,24.15
0,0,0,1,0,0,0,1,0,1,34.0,0,13.0
1,0,0,1,0,0,4,0,1,1,31.0,0,26.25
0,1,0,1,0,2,2,0,1,4,11.0,2,120.0
0,0,1,0,1,0,2,0,1,5,0.42,0,8.5167
0,0,1,1,0,0,0,1,0,1,27.0,0,6.975
0,0,1,1,0,0,0,1,0,1,31.0,0,7.775
0,1,0,1,0,1,0,1,0,1,39.0,0,0.0
1,0,1,1,0,0,3,1,0,4,18.0,0,7.775
0,0,0,1,0,0,0,1,0,1,39.0,0,13.0
1,1,0,1,0,5,4,0,1,1,33.0,1,53.1
0,0,1,1,0,0,0,1,0,1,26.0,0,7.8875
0,0,1,1,0,0,0,1,0,1,39.0,0,24.15
0,0,0,1,0,0,0,1,0,1,35.0,0,10.5
1,0,1,1,0,0,3,0,0,5,6.0,0,31.275
0,0,1,1,0,0,0,1,0,1,30.5,0,8.05
0,1,0,1,0,2,0,1,0,1,30.0,0,0.0
1,0,1,1,0,0,3,1,0,2,23.0,0,7.925
0,0,0,0,1,0,0,0,1,1,31.0,0,37.0042
0,0,1,1,0,0,0,1,0,3,43.0,0,6.45
0,0,1,1,0,0,2,0,0,5,10.0,0,27.9
1,1,0,1,0,2,4,0,1,3,52.0,1,93.5
0,0,1,1,0,0,0,1,0,1,27.0,0,8.6625
0,1,0,1,0,0,1,1,0,1,38.0,0,0.0
1,0,1,1,0,5,4,0,1,1,27.0,0,12.475
0,0,1,1,0,0,2,0,0,5,2.0,0,39.6875
0,0,1,0,0,0,0,1,0,1,30.0,0,6.95
0,0,1,1,0,0,0,1,0,1,30.0,1,56.4958
0,0,0,0,1,0,2,0,1,5,1.0,0,37.0042
0,0,1,0,0,0,0,1,0,1,30.0,0,7.75
1,1,0,1,0,2,4,1,0,0,62.0,1,80.0
1,0,1,0,1,0,4,0,1,4,15.0,0,14.4542
0,0,0,1,0,0,2,0,1,5,0.83,0,18.75
0,0,1,0,1,0,0,1,0,1,30.0,0,7.2292
0,0,1,1,0,0,0,1,0,2,23.0,0,7.8542
0,0,1,1,0,0,0,1,0,4,18.0,0,8.3
1,1,0,0,1,5,3,0,1,1,39.0,1,83.1583
0,0,1,1,0,0,0,1,0,2,21.0,0,8.6625
0,0,1,1,0,0,0,1,0,1,30.0,0,8.05
0,0,1,1,0,0,0,1,0,1,32.0,1,56.4958
0,1,0,0,1,3,0,1,0,1,30.0,0,29.7
0,0,1,1,0,0,0,1,0,2,20.0,0,7.925
0,0,0,1,0,0,0,1,0,4,16.0,0,10.5
1,1,0,0,1,0,3,1,0,1,30.0,0,31.0
0,0,1,0,1,0,0,1,0,1,34.5,0,6.4375
0,0,1,1,0,0,0,1,0,4,17.0,0,8.6625
0,0,1,1,0,0,0,1,0,3,42.0,0,7.55
0,0,1,1,0,0,0,0,0,1,30.0,1,69.55
0,0,1,0,1,0,0,1,0,1,35.0,0,7.8958
0,0,0,1,0,0,1,0,1,1,28.0,0,33.0
1,1,0,0,1,3,4,0,1,1,35.0,1,89.1042
0,0,1,1,0,0,2,0,0,5,4.0,0,31.275
0,0,1,1,0,0,0,1,0,0,74.0,0,7.775
1,0,1,0,1,0,3,0,1,5,9.0,0,15.2458
1,1,0,1,0,4,3,0,1,4,16.0,0,39.4
1,0,0,1,0,0,4,0,1,3,44.0,0,26.0
1,0,1,1,0,0,4,0,1,4,18.0,0,9.35
1,1,0,1,0,0,4,0,1,3,45.0,2,164.8667
0,1,0,1,0,5,0,1,0,3,51.0,0,26.55
1,0,1,0,1,0,4,0,1,2,24.0,0,19.2583
0,0,1,0,1,0,0,1,0,1,30.0,0,7.2292
0,0,1,1,0,0,0,0,1,3,41.0,0,14.1083
0,0,0,1,0,0,0,0,1,2,21.0,0,11.5
1,1,0,1,0,4,4,1,0,3,48.0,0,25.9292
1,0,1,1,0,0,3,0,0,2,21.0,1,69.55
0,0,0,1,0,0,0,1,0,2,24.0,0,13.0
1,0,0,1,0,0,4,1,0,3,42.0,0,13.0
1,0,0,0,1,0,3,0,1,1,27.0,0,13.8583
0,1,0,1,0,1,0,1,0,1,31.0,1,50.4958
0,0,1,1,0,0,0,1,0,1,30.0,0,9.5
0,0,1,1,0,0,2,0,1,5,4.0,0,11.1333
0,0,1,1,0,0,0,1,0,1,26.0,0,7.8958
1,1,0,1,0,4,4,0,1,3,47.0,1,52.5542
0,1,0,1,0,2,0,1,0,1,33.0,0,5.0
0,0,1,1,0,0,0,1,0,3,47.0,0,9.0
1,0,0,0,1,0,4,0,1,1,28.0,0,24.0
1,0,1,0,1,0,3,1,0,4,15.0,0,7.225
0,0,1,1,0,0,0,1,0,2,20.0,0,9.8458
0,0,1,1,0,0,0,1,0,2,19.0,0,7.8958
0,0,1,1,0,0,0,1,0,1,30.0,0,7.8958
1,1,0,0,1,3,4,0,1,3,56.0,1,83.1583
1,0,0,1,0,0,4,0,1,2,25.0,0,26.0
0,0,1,1,0,0,0,1,0,1,33.0,0,7.8958
1,0,1,1,0,0,3,1,0,2,22.0,0,10.5167
0,0,0,1,0,0,0,1,0,1,28.0,0,10.5
0,0,1,1,0,0,0,1,0,2,25.0,0,7.05
1,0,1,0,0,0,4,0,0,1,39.0,0,29.125
0,0,0,1,0,0,1,1,0,1,27.0,0,13.0
1,1,0,1,0,2,3,1,0,2,19.0,0,30.0
1,0,1,1,0,0,3,0,1,2,21.0,0,23.45
0,1,0,0,1,3,0,1,0,1,26.0,0,30.0
0,0,1,0,0,0,0,1,0,1,32.0,0,7.75
